Report_ID,Date,Location,Department,Category_Tag,Ground_Truth_Severity,Report_Text
E5B5264A-B,2025-10-30,Loading Dock South,Operations,Minor Slip/Trip,Ordinary,"During my routine walkthrough, an extension cord was temporarily taped across the floor for the vacuum. Annoying squeak, but harmless. Flattened the mat out with my foot and kept walking."
E0B0EEEA-E,2025-10-26,Cold Storage,R&D,Minor Maintenance,Ordinary,"during the late night shift, the door hinge to the breakroom is squeaking quite loudly not a huge deal but should be fixed when there is time no action taken, just reporting it for the record"
0AB71AAC-8,2024-02-20,Main Office,Engineering,Uncategorized,Ordinary,At the start of the morning shift an extension cord was temporarily taped across the floor for the vacuum. Someone might stub their toe if they aren't looking. Put in a low-priority work order in the system.
A87DEED8-B,2024-05-04,Production Line 1,R&D,Behavioral,Ordinary,"Walking the perimeter, someone was wearing earbuds in both ears while at their desk Not a huge deal but should be fixed when there is time I just picked it up myself and threw it away"
0D08DDD6-6,2026-01-01,Server Room,Manufacturing,Behavioral,Ordinary,"While doing some cleanup, someone forgot to push their ergonomic chair back in under the desk."
BE985E99-A,2026-08-15,Breakroom,IT,Minor Slip/Trip,Ordinary,"just after lunch, a stray paperclip was on the ground in the hallway. annoying squeak, but harmless. reminded them politely to fix it next time."
AEE259F6-3,2025-10-20,Hallway C,Security,Behavioral,Ordinary,"I was walking back from the breakroom and people were talking quite loudly near the designated quiet zone. No action taken, just reporting it for the record."
932D8289-B,2024-09-21,Warehouse B,Manufacturing,Behavioral,Ordinary,"During the mid-day inspection, a worker was wearing their safety glasses on their forehead while filling out paperwork Reminded them politely to fix it next time"
4A61C85C-A,2024-03-10,Warehouse A,Fleet Management,Minor Maintenance,Ordinary,I was walking back from the breakroom and the doorknob to the supply closet feels a bit loose. Put in a low-priority work order in the system.
D8A991DF-8,2026-08-03,Paint Shop,R&D,Behavioral,Ordinary,"While unloading the delivery truck, someone left their lunch in the microwave for too long and it smells. Wiped it up with a paper towel on my way past."
21B5C503-5,2026-09-16,Cold Storage,R&D,Behavioral,Ordinary,"While doing some cleanup, a worker was wearing their safety glasses on their forehead while filling out paperwork."
CB302E38-3,2026-08-09,Maintenance Shop,Engineering,Slip/Trip/Fall,Critical,"While unloading the delivery truck, a deep sinkhole/crack is forming in the main forklift traffic lane."
0098B433-1,2025-02-17,Chemical Storage,IT,Behavioral,Ordinary,"Following up on a previous ticket, someone was wearing earbuds in both ears while at their desk. Flattened the mat out with my foot and kept walking."
C6452D27-3,2025-11-13,Production Line 3,Admin,Minor Slip/Trip,Ordinary,"Just before heading home, a small piece of packing cardboard was left on the floor near the printers. Just wanted to note it for the next routine maintenance cycle. Put in a low-priority work order in the system."
A78468DE-F,2025-01-11,Rooftop HVAC Unit,Facilities,Uncategorized,Ordinary,"during teh shift handover, people were talking quite loudly near teh designated quiet zone. it's just a minor inconvenience. reminded tehm politely to fix it next time."
7A05254B-1,2024-10-21,Server Room,R&D,Equipment/LOTO,Critical,"During my routine walkthrough, a driver was speeding a forklift blindly around a blind corner with teh forks raised high This is a serious precursor to a catastrophic mechanical failure I immediately locked out teh machin (LOTO) and called teh shift supervisor"
0EABA302-C,2025-01-04,Maintenance Shop,Sanitation,Minor Slip/Trip,Ordinary,"Responding to a strange noise, the welcome floor mat in the hallway was slightly bunched up at the corner. It's just a minor inconvenience. Put in a low-priority work order in the system."
13F0CDAC-6,2026-03-20,Welding Bay,Human Resources,Minor Maintenance,Ordinary,"While doing some cleanup, the yellow paint on the pedestrian walkway lines is starting to fade. Annoying squeak, but harmless. No action taken, just reporting it for the record."
45BF644B-B,2026-04-11,Production Line 3,Human Resources,Behavioral,Ordinary,"just before heading home, an employee was walking while texting in the admin corridor. flattened the mat out with my foot and kept walking."
04CC626C-E,2026-05-16,Hallway C,Logistics,Minor Maintenance,Ordinary,"the paint is peeling off the handrail near the back stairs. Annoying squeak, but harmless. Flattened the mat out with my foot and kept walking."
5B2F29DE-C,2024-10-03,Rooftop HVAC Unit,Human Resources,Behavioral,Ordinary,"during the shift handover, someone forgot to push their ergonomic chair back in under the desk. looks a bit untidy and unprofessional. left a sticky note on it for the janitorial staff."
E6B0D135-2,2026-08-29,Welding Bay,Admin,Housekeeping,Ordinary,"While operating the equipment, there were a few scattered zip ties left on the floor near the racks. It's just a minor inconvenience. Wiped it up with a paper towel on my way past."
0919E1D8-0,2025-06-28,Warehouse B,Human Resources,Housekeeping,Ordinary,"Following up on a previous ticket, the main trash bin was overflowing with paper towels. Annoying squeak, but harmless. Put in a low-priority work order in the system."
2F3AC130-9,2025-04-02,Welding Bay,Manufacturing,Housekeeping,Ordinary,"doing a random spot check, a wet mop was left leaning against the wall instead of being hung up. just wanted to note it for the next routine maintenance cycle. left a sticky note on it for the janitorial staff."
7142E163-2,2026-05-12,R&D Lab,Quality Assurance,Behavioral,Ordinary,"people were talking quite loudly near the designated quiet zone Purely a cosmetic issue, but worth logging I just picked it up myself and threw it away"
C7ECC94A-3,2026-08-10,Hazardous Waste Bay,Engineering,Minor Maintenance,Ordinary,"Just after lunch, the paint is peeling off the handrail near the back stairs. No action taken, just reporting it for the record."
D6AA9ACB-F,2025-08-17,Breakroom,IT,Minor Maintenance,Ordinary,"during the late night shift, the paint is peeling off the handrail near the back stairs looks a bit untidy and unprofessional flattened the mat out with my foot and kept walking"
899546F4-6,2025-07-21,Production Line 1,Fleet Management,Housekeeping,Ordinary,doing a random spot check a wet mop was left leaning against the wall instead of being hung up. no action taken just reporting it for the record.
94B982B0-4,2025-03-19,Server Room,Human Resources,Minor Maintenance,Ordinary,"During the mid-day inspection, the yellow paint on the pedestrian walkway lines is starting to fade. Put in a low-priority work order in the system."
CA6E1EB7-C,2026-06-23,Warehouse B,Fleet Management,Electrical,Critical,I was walking back from the breakroom and there was a distinct burning smell and buzzing coming from the breaker panel. Evacuated the immediate area hit the emergency stop and called security.
C6174A39-5,2026-04-10,Hallway C,Engineering,Housekeeping,Ordinary,"At the start of the morning shift, the blue recycling bin is full and needs to be emptied. Reminded them politely to fix it next time."
CF051146-9,2025-09-04,Assembly Station Alpha,Manufacturing,Uncategorized,Ordinary,"Walking the perimeter, the welcome floor mat in the hallway was slightly bunched up at the corner. Just wanted to note it for the next routine maintenance cycle. Wiped it up with a paper towel on my way past."
BFE30950-B,2025-10-09,Server Room,Logistics,Slip/Trip/Fall,Critical,"while unloading the delivery truck, someone left a pallet of heavy materials wedged right in front of the emergency fire exit could result in permanent eye damage or blindness put up red caution tape and logged a high-priority, urgent maintenance ticket"
C6BA1F7C-F,2024-07-30,Rooftop HVAC Unit,Engineering,Minor Slip/Trip,Ordinary,"During the mid-day inspection, an extension cord was temporarily taped across the floor for the vacuum. Not a huge deal but should be fixed when there is time. Reminded them politely to fix it next time."
BA9D81E7-A,2024-09-20,Boiler Room,Facilities,Electrical,Critical,"during the shift handover, i noticed an exposed frayed wire near the main water line someone could have easily lost a limb or worse immediately shut off the main gas valve and opened the bay doors for ventilation"
C28125D8-2,2024-10-10,Assembly Station Alpha,Engineering,Minor Maintenance,Ordinary,"During the shift handover, the paint is peeling off the handrail near the back stairs. Just wanted to note it for the next routine maintenance cycle. Left a sticky note on it for the janitorial staff."
83EB33CB-6,2025-04-24,Server Room,Security,Behavioral,Ordinary,"While conducting the monthly audit, people were talking quite loudly near the designated quiet zone. Purely a cosmetic issue, but worth logging. Put in a low-priority work order in the system."
8E033ECF-C,2025-11-05,Server Room,Sanitation,Behavioral,Ordinary,"Doing a random spot check, people were talking quite loudly near the designated quiet zone. It's just a minor inconvenience. Left a sticky note on it for the janitorial staff."
FE123570-E,2026-05-31,Warehouse A,Sanitation,Behavioral,Ordinary,"During my routine walkthrough, a worker was wearing their safety glasses on their forehead while filling out paperwork It's just a minor inconvenience I just picked it up myself and threw it away"
3579C700-1,2025-11-12,Breakroom,Operations,Minor Slip/Trip,Ordinary,"doing a random spot check, a stray paperclip was on the ground in the hallway. someone might stub their toe if they aren't looking. flattened the mat out with my foot and kept walking."
66F025EB-A,2025-05-13,Production Line 1,Facilities,Minor Slip/Trip,Ordinary,"While calibrating the sensors, an extension cord was temporarily taped across the floor for the vacuum. I just picked it up myself and threw it away."
566202CC-4,2025-02-25,R&D Lab,Sanitation,Electrical,Critical,"Doing a random spot check, the main emergency electrical disconnect switch was broken off in the 'ON' position. Someone could have easily lost a limb or worse. I immediately locked out the machine (LOTO) and called the shift supervisor."
93784401-6,2025-07-21,Loading Dock North,Manufacturing,Housekeeping,Ordinary,"Just before heading home, someone left their empty coffee cups on the shared workstation. No action taken, just reporting it for the record."
B3A8C514-6,2025-08-20,Rooftop HVAC Unit,Engineering,Minor Maintenance,Ordinary,"Responding to a strange noise, the door hinge to the breakroom is squeaking quite loudly"
4C7CEC58-6,2025-10-18,Warehouse A,Human Resources,Minor Slip/Trip,Ordinary,"Walking the perimeter, a small piece of packing cardboard was left on the floor near the printers. Just wanted to note it for the next routine maintenance cycle. Sent a quick email to facilities about it."
